labels,text
sadness,kickin yrs down in a month and I havent even hung out in a kangaroos pouch. tear 
joy,Planning events to give people in need Christmas gifts! 
joy,Happiness is part of who we are. Joy is the feeling. Tony DeLiso 
joy,End of finals plus a hilarious night of Asian karaoke.      
fear, Grimpe pas dans les rideaux! Mange pas tes bas! 
surprise,"Okey. . . Het is nog steeds een wiite doos. . . . Hahahaha , nee dit is echt erg. . Pfff morgen moet ik 'm ECHT afmaken! ! equals drama! "
joy,irritated and all I want to do is go to bed. but I can't till we talk -___- 
surprise,hoe gaan de lijnen van een tennisveld? 
surprise,first tweet at  happy belated birthday my love! ! threeworlds 
surprise,All my  contacts using chat are now visible? even though I haven´t invited them to chat? 
sadness,"Every time I watch Harry Potter and The Goblet of Fire, I'm like quotCedric won't die this time! He can't! quot And he always does. . . ( "
fear," not afraid of tomorrow, for I have seen and I love today lessquot "
joy,Valkyrie climbed under the covers and curled up behind my knees the moment I slid into bed. Yay kitty warmth. 
joy,Found a bottle of Pino that I had left in the car in june. Cracking it open now. 
anger,"is the condition where the tongue works faster than the mind. So Think, before you regret the words you say. Loose lips sink ships! "
joy,I get to be your little girl Daddy God! I get focus on u amp that putting u st amp focusing on u is a not a burden! 
anger,I feel like striking my sister down for eating a half gallon of vanilla ice cream. 
sadness,I wanna be a little kid again these teenage girl problems are to much to handle ( 
joy,Wow it's already? ? Getting to bed early so I can wake up and study all day tomorrow 
surprise,  Travis and I are actually hanging out together watching football and hunting. 
anger,Forelesning om hippier er aggresivt kjedelig. Får lyst til å rive hodet av en bjørn! ! ! ! 
joy,"Heck yea! Got my Christmas ringtone up and running! If you call me, I may not answer due to the joy it provides! CaroloftheBellsABR "
anger,Am even angry oh! RT   Why pretend we r cool. . . . wen all you do is ignore me. . . . . . nonsensequot 
sadness,quotDejá pasar a la señoraquot es de las frases más crueles que te pueden decir por la calle unos chiquillos jugando a la pelota 
sadness,Heartbroken that Robin will never have kids. . sorry for the spoiler. . 
sadness, I'm hoping you wished for a snow day tomorrow? cuzz i missed it 
surprise, good thing I'm on my way to your house! roadtrip 
surprise,Bout to send my bae a message lol lol 
joy,my Loves! I hope everyone is enjoying this holiday season! Peace TisTheSeason 
anger,  hmmm. Cannot be defined. Intensity can only be felt. It can also be released. Like a pressure cooker” 
surprise,"It's give a a Hug Day, if U can still find one. The th of the attack. Soon there'll be none. "
sadness, hates me. It's official. Any depressing status I ever have is due to the emotional bullying of him and his cruel words. 
surprise, I usually wear them when I'm at school because I like to sleep without pants on ) 
sadness,My twitter is not working ( I can't tweet from Twitter or see my mentions. twitterfail 
joy,"Woke up late, missed the bus, and its raining. This is going to be a great day "
joy,Hiding people's stuff when they least expect it. 
joy,Just got back from the store…got me something to sip on for the evening ) 
joy, I personally think Penn State The Joy Campus is catching on. 
fear,"look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. "
surprise, I did once and my mom came in the room the next morning and ripped my sheets off to wake me up for school 
sadness,Headed to for a loaner phone. . . . R. I. P. Blackberry. . . love you long time 
sadness,you'll like my profile picture but not message me back? 
fear,"Y a  , qui se définit comme quotFriend of the Israeli soldier and Mossad agent. quot qui me follow sur twitter. FARET "
anger,Anger is born as you struggle with reality Reality 
joy,"All im saying is if that deal goes through, I will be a happy man. Goodnight twitter, if I awake to Carlos Tevez trending on twitter. . . . "
surprise,Coming home two days earlier than I told my parents 
anger,saturday night and i'm raging hard. . . about my work. paperproblems isitchristmasyet 
surprise,That awkward moment when it seems like the Easton bus is rarely there for us -______- 
joy, I sure do! True smiles make my days. . . thinkpink Ilovethewaysomepeoplesmile 
joy,"With the assistance of the kind men at Quantrell's we were able to open and close the hood. Fender located. Now, LFUCG, give me names. "
fear,there's so many things holding me back like 
joy,That feeling you get when you open up a bill and there's a credit. No payment required. 
surprise," is a legal adult. good news for him, good news for me. "
fear,"amp our need to always be right! RT  To live a creative life, we must lose our of being wrong. Joseph Chilton Pearce "
surprise, i have a confession. . . I AM EATING WITH YOU TODAY! 
surprise,"crying just might happen today, with joy or grief "
sadness, I love you. But I love Craig too. What a dilemma. 
joy, out on friday then it's a weekend of study. . . . . . . 
surprise, hahaha wow. I feel so privileged to be such an in your dream. 
sadness,"Somewhere in my house, a very Loyal Blackberry is being ignored. . "
surprise,I see superdooper new track cleaner thingy doesn't work then 
surprise,Sister said she was coming home tomorrow but I come home and she's home! best ever! 
fear," People, a majority according gallup nationwide, support legalizing marijuana, so why don't Dems? racism closemindedness "
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” "
fear,")March ,the market said the opportunity was there,but COURAGE was missing. The factor was too strong "
joy,hahahahahRT  I just shit my pants. Pure % gravy. 
anger,  Timmy doesnt hate the SEC he just hates everything BCS its kinda his thing angust bitterness 
sadness,Pumpkin spice latte way too sweet? Is this what having adult taste buds is like? I'm frustrated that I can't finish this thing. 
joy,Today is going to be filled with filling in application forms 
anger,Annoying as fuck how av seen  times and then munters who hadn't even heard of him till last year bought al the tickets! ! 
surprise,The wife is taking me away this weekend! Looking forward to it happydays 
anger,I like ligit don't no y kids throw down to rap. . . COME ON U LOOK Like a fucking idiot! ! ! ! much 
surprise,Just went into my moms closet for something and found all my Christmas presents thankssanta 
joy,"Gotta study for religion, cosmo and do a whole bio assignment tomorrow. "
sadness,RT  The main people you look at for. . are the ones that bread on your name! 
sadness,I feel old. I don't recognize any Disney Channel shows and now I'm older than most of the stars. childhood 
sadness,"Syd is sick D' my poor little froggy. If he doesn't make it, at least he lived a long life. c meh "
joy,"Fantastic December day Blue sky, sunshine, degrees. Long walks w/ BF. Lunch at a French Bakery. It's the little things. "
sadness, so much stuff that I have no clue about. I thought bestows were supposed to tell each other everything 
surprise, i thought you we're home bub! have fun in class. they seem to be going extraslow today 
joy,". . . I've been tweeting it up all day, I hope I've made you very happy Twitter. "
joy, is leaving his behind and gettin a trim just in time for my birthday 
fear,"There is danger in traditional quotpaperquot media calling electronic media (youtube, blogger, etc. ) quotnot realquot censorship corporategreed "
joy,"There's nothing more I hate then the year year group, spending an afternoon with them "
surprise,Ibland e det bra att tappa mössan o gå tillbaka för att plocka upp den för då får man se vuxna människor i rymddräkter. 
joy,"I was up all night with my year old Frankie, he has the stomach flu. Its been one long continuous night, the of motherhood. "
surprise,i love walking in my house and having a foot christmas tree standing where my favorite chair was. . 
sadness,I need more sleep and  is being a meanie today! 
joy,"get to go spend the day with the other side of the family today, unfortunately there is nothing to do, and they all smoke "
joy, Snap! Cannot wait. . . although this means there really is no excuse not to work hard. Multiple dates with the library. 
sadness,"Not going to lie,  made my stomach hurt all day! "
sadness,"The only thing worse than a skinny chick who think she's fat, is a skinny chick who think she's thick! ! ! Smh. "
joy,"This week's Once Upon A Time brought to you by [SO MUCH SO, it's not even funny]! D "
disgust,Some things some girls need to keep to theirselves. This isn't your personal diary nor is it your best friend. 
surprise,"woohoo I got Ed Sheeran's album, Motion In The Ocean, a magazine with a D poster in it and a 'chocolate letter' ) "
surprise," quotI say there, pls remove thin glass object from derrierequot owlishCatWoes "
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot "
joy,follows a pure thought like a shadow that never leaves-Buddha quote 
fear,"Saiu nos cinemas americanos um remake de quotThe Thingquot, filme que na minha infância me fez ficar noites sem dormir. "
joy,"Got to do the three things i hate the most. washing, tidying amp work! "
joy,My moms phone is stuck on all caps when she texts. So now shes not only yelling at me in person but when she texts me too 
