labels,text
guilt,My mother always evokes feelings of guilt in me. For instance when I miss the last bus I know she will be concerned for me and stay awake till I arrive. 
shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances. "
guilt,"My mother had sent me to buy a few things. The change I brought back was not right as I had given away some money to a friend thinking that she would not notice it. However, my mother told me that the change was not correct. "
sadness,One of my relatives became seriously ill. I felt sad because I didn't know if she will ever be the same again. 
fear,Someone frightened me in the dark. 
disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman). They were drunk and the conversation was unbelievable (about fucking, fellatio, etc. . . ). They tried to get others to take part in the conversation. I loathed it and felt like crying. "
guilt,I told my elder brother that he was irresponsible and that I did not care for what he did because he was teasing me. 
fear,A workmate and I had been antagonistic with each other for some weeks - he had reacted violently to my criticisms of his work standards. 
joy,"The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card. "
sadness,When my parents did not let me go on a study tour. 
anger,"I was coming home in a taxi with a fellow worker of mine. He was criticizing my earlier conduct towards him, which to my mind was unfounded. When I reached home, I ran out of the taxi and slammed the door. "
joy,Passing an exam I did not expect to pass. 
guilt,"At times I have been attracted to conducts which are socially degraded due to their ill consequences, and then I feel guilty. "
shame,The girl with whom I was going around had been forbidden to be alone with me in the house. We paid no attention to this prohibition but one day her parents appeared and I jumped out of the window. They saw me. 
sadness,"Last year, when I took the college entrance examinations I failed the FUVEST. It was for me the most frustrating situation because I had studied all year long, and only thought about this. "
disgust,A man spat on the wall of a house. 
disgust,I am disgusted at the number of second year students who are pregnant illegitimately. 
shame,Getting very low marks in mathematics. 
anger,My brother accused me undeservedly before my parents. I was not guilty. He was misled by his wife. 
disgust,My husband falls ill and does not follow the doctor's advice on the treatment or the diet control. 
